timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687631359160,646,/api-clients,409,Conflict,SimpleBooksApi - setUp 1-1,text,false,,283,347,1,1,https://simple-books-api.glitch.me/api-clients,646,0,436
1687631359814,324,/api-clients,201,Created,SimpleBooksApi - setUp 1-1,text,true,,299,345,1,1,https://simple-books-api.glitch.me/api-clients,324,0,0
1687631360142,458,/api-clients,409,Conflict,SimpleBooksApi - setUp 1-1,text,false,,283,407,1,1,https://simple-books-api.glitch.me/api-clients,458,0,0
1687631360604,119,/api-clients,409,Conflict,SimpleBooksApi - setUp 1-1,text,false,,283,337,1,1,https://simple-books-api.glitch.me/api-clients,119,0,0
1687631360726,316,/api-clients,201,Created,SimpleBooksApi - setUp 1-1,text,true,,299,341,1,1,https://simple-books-api.glitch.me/api-clients,316,0,0
1687631361046,724,/api-clients,201,Created,SimpleBooksApi - setUp 1-1,text,true,,299,405,1,1,https://simple-books-api.glitch.me/api-clients,724,0,0
1687631361778,726,/api-clients,201,Created,SimpleBooksApi - setUp 1-1,text,true,,299,403,1,1,https://simple-books-api.glitch.me/api-clients,726,0,0
1687631362511,772,/api-clients,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,SimpleBooksApi - setUp 1-1,text,false,,2859,0,1,1,https://simple-books-api.glitch.me/api-clients,0,0,0
