timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687691124674,833,/api-clients,201,Created,SimpleBooksApi - setUp 1-1,text,true,,299,351,1,1,https://simple-books-api.glitch.me/api-clients,833,0,386
1687691125674,435,/status,200,OK,SimpleBooksApi - run 1-1,text,true,,226,294,1,1,https://simple-books-api.glitch.me/status,435,0,317
1687691126109,118,/books,200,OK,SimpleBooksApi - run 1-1,text,true,,631,293,1,1,https://simple-books-api.glitch.me/books,118,0,0
1687691126228,113,/books/1,200,OK,SimpleBooksApi - run 1-1,text,true,,374,295,1,1,https://simple-books-api.glitch.me/books/1,113,0,0
1687691126348,119,/orders,200,OK,SimpleBooksApi - run 1-1,text,true,,212,294,1,1,https://simple-books-api.glitch.me/orders,119,0,0
1687691126469,0,/orders/${orderId},Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: https://simple-books-api.glitch.me/orders/${orderId},SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[200                                                ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[201                                                ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[204                                                ]]]

/	",1139,0,1,1,https://simple-books-api.glitch.me/orders/${orderId},0,0,0
1687691126471,0,/orders/${orderId},Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: https://simple-books-api.glitch.me/orders/${orderId},SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[200                                                ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[201                                                ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[204                                                ]]]

/	",1139,0,1,1,https://simple-books-api.glitch.me/orders/${orderId},0,0,0
1687691126473,0,/orders/${orderId},Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: https://simple-books-api.glitch.me/orders/${orderId},SimpleBooksApi - run 1-1,text,false,"Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[200                                                ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[201                                                ]]]

/	Test failed: code expected something using /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[204                                                ]]]

/	",1139,0,1,1,https://simple-books-api.glitch.me/orders/${orderId},0,0,0
1687691126474,120,/status,200,OK,SimpleBooksApi - run 1-1,text,true,,226,294,1,1,https://simple-books-api.glitch.me/status,120,0,0
1687691126594,116,/books,200,OK,SimpleBooksApi - run 1-1,text,true,,631,293,1,1,https://simple-books-api.glitch.me/books,116,0,0
