timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687690335042,660,/api-clients,201,Created,SimpleBooksApi - setUp 1-1,text,true,,299,351,1,1,https://simple-books-api.glitch.me/api-clients,660,0,369
1687690335849,427,/status,200,OK,SimpleBooksApi - run 1-1,text,true,,226,294,1,1,https://simple-books-api.glitch.me/status,427,0,312
1687690336277,133,/books,200,OK,SimpleBooksApi - run 1-1,text,true,,631,293,1,1,https://simple-books-api.glitch.me/books,133,0,0
1687690336411,156,/books/1,200,OK,SimpleBooksApi - run 1-1,text,true,,374,295,1,1,https://simple-books-api.glitch.me/books/1,155,0,0
1687690336572,354,/orders,201,Created,SimpleBooksApi - run 1-1,text,true,,267,361,1,1,https://simple-books-api.glitch.me/orders,354,0,0
1687690336932,298,/orders,200,OK,SimpleBooksApi - run 1-1,text,true,,396,294,1,1,https://simple-books-api.glitch.me/orders,298,0,0
1687690337233,164,/orders/QO1UeYDsITZWeqJiBlNqo,200,OK,SimpleBooksApi - run 1-1,text,true,,394,316,1,1,https://simple-books-api.glitch.me/orders/QO1UeYDsITZWeqJiBlNqo,164,0,0
1687690337401,299,/orders/QO1UeYDsITZWeqJiBlNqo,204,No Content,SimpleBooksApi - run 1-1,,true,,111,368,1,1,https://simple-books-api.glitch.me/orders/QO1UeYDsITZWeqJiBlNqo,0,0,0
1687690337703,511,/orders/QO1UeYDsITZWeqJiBlNqo,204,No Content,SimpleBooksApi - run 1-1,,true,,111,338,1,1,https://simple-books-api.glitch.me/orders/QO1UeYDsITZWeqJiBlNqo,0,0,0
1687690338214,275,/status,200,OK,SimpleBooksApi - run 1-1,text,true,,226,294,1,1,https://simple-books-api.glitch.me/status,275,0,0
1687690338489,203,/books,200,OK,SimpleBooksApi - run 1-1,text,true,,631,293,1,1,https://simple-books-api.glitch.me/books,203,0,0
1687690338692,118,/books/3,200,OK,SimpleBooksApi - run 1-1,text,true,,340,295,1,1,https://simple-books-api.glitch.me/books/3,118,0,0
1687690338813,190,/orders,201,Created,SimpleBooksApi - run 1-1,text,true,,267,361,1,1,https://simple-books-api.glitch.me/orders,190,0,0
1687690339007,185,/orders,200,OK,SimpleBooksApi - run 1-1,text,true,,396,294,1,1,https://simple-books-api.glitch.me/orders,185,0,0
1687690339195,120,/orders/NCCc1HOkD9Idz73_KUBqb,200,OK,SimpleBooksApi - run 1-1,text,true,,394,316,1,1,https://simple-books-api.glitch.me/orders/NCCc1HOkD9Idz73_KUBqb,120,0,0
1687690339318,180,/orders/NCCc1HOkD9Idz73_KUBqb,204,No Content,SimpleBooksApi - run 1-1,,true,,111,368,1,1,https://simple-books-api.glitch.me/orders/NCCc1HOkD9Idz73_KUBqb,0,0,0
1687690339501,717,/orders/NCCc1HOkD9Idz73_KUBqb,204,No Content,SimpleBooksApi - run 1-1,,true,,111,338,1,1,https://simple-books-api.glitch.me/orders/NCCc1HOkD9Idz73_KUBqb,0,0,0
1687690340219,299,/status,200,OK,SimpleBooksApi - run 1-1,text,true,,226,294,1,1,https://simple-books-api.glitch.me/status,299,0,0
1687690340518,115,/books,200,OK,SimpleBooksApi - run 1-1,text,true,,631,293,1,1,https://simple-books-api.glitch.me/books,115,0,0
1687690340633,113,/books/4,200,OK,SimpleBooksApi - run 1-1,text,true,,338,295,1,1,https://simple-books-api.glitch.me/books/4,113,0,0
1687690340749,250,/orders,201,Created,SimpleBooksApi - run 1-1,text,true,,267,362,1,1,https://simple-books-api.glitch.me/orders,250,0,0
1687690341002,408,/orders,200,OK,SimpleBooksApi - run 1-1,text,true,,397,294,1,1,https://simple-books-api.glitch.me/orders,408,0,0
1687690341414,178,/orders/2dtEovd1nviPQP_J02mJz,200,OK,SimpleBooksApi - run 1-1,text,true,,395,316,1,1,https://simple-books-api.glitch.me/orders/2dtEovd1nviPQP_J02mJz,178,0,0
1687690341596,222,/orders/2dtEovd1nviPQP_J02mJz,204,No Content,SimpleBooksApi - run 1-1,,true,,111,368,1,1,https://simple-books-api.glitch.me/orders/2dtEovd1nviPQP_J02mJz,0,0,0
1687690341822,487,/orders/2dtEovd1nviPQP_J02mJz,204,No Content,SimpleBooksApi - run 1-1,,true,,111,338,1,1,https://simple-books-api.glitch.me/orders/2dtEovd1nviPQP_J02mJz,0,0,0
