timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687980684232,391,VY.AMS.Resources - res/v1/Token/Create/C88654AE-FDE0-415E-ACA1-9EA1B6E72E38,200,OK,VY.AMS.APIS - setUp 1-1,text,true,,1255,1018,1,1,https://ams-tst.main.ams-dev.eu-west-1.vy-a.cloud/res/v1/Token/Create/C88654AE-FDE0-415E-ACA1-9EA1B6E72E38,391,0,317
1687980684749,456,VY.AMS.Availability - ams-tst.main.ams-dev.eu-west-1.vy-a.cloud - /v2/AvailabilityServices/search/,404,Not Found,VY.AMS.APIS - run 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: ``var valorEsperado = ""esperado""; // Reemplaza ""valor_esperado"" con el valor que e . . . '' : Undefined argument: esperado ",2212,1120,1,1,https://ams-tst.main.ams-dev.eu-west-1.vy-a.cloud:443/v2/AvailabilityServices/search/BBV,164,0,75
1687980684749,164,VY.AMS.Availability - ams-tst.main.ams-dev.eu-west-1.vy-a.cloud - /v2/AvailabilityServices/search/-0,302,Moved Temporarily,VY.AMS.APIS - run 1-1,text,true,,371,856,1,1,http://ams-tst.main.ams-dev.eu-west-1.vy-a.cloud/v2/AvailabilityServices/search/BBV,164,0,75
1687980684914,291,VY.AMS.Availability - ams-tst.main.ams-dev.eu-west-1.vy-a.cloud - /v2/AvailabilityServices/search/-1,404,Not Found,VY.AMS.APIS - run 1-1,text,false,,1841,264,1,1,https://ams-tst.main.ams-dev.eu-west-1.vy-a.cloud:443/v2/AvailabilityServices/search/BBV,291,0,218
1687980688748,413,VY.AMS.Availability - ams-tst.main.ams-dev.eu-west-1.vy-a.cloud - /v2/AvailabilityServices/search/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,VY.AMS.APIS - run 1-2,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: ``var valorEsperado = ""esperado""; // Reemplaza ""valor_esperado"" con el valor que e . . . '' : Undefined argument: esperado ",3667,856,1,1,https://ams-tst.main.ams-dev.eu-west-1.vy-a.cloud:443/v2/AvailabilityServices/search/BBV,179,0,72
1687980688748,179,VY.AMS.Availability - ams-tst.main.ams-dev.eu-west-1.vy-a.cloud - /v2/AvailabilityServices/search/-0,302,Moved Temporarily,VY.AMS.APIS - run 1-2,text,true,,371,856,1,1,http://ams-tst.main.ams-dev.eu-west-1.vy-a.cloud/v2/AvailabilityServices/search/BBV,179,0,72
1687980688929,232,VY.AMS.Availability - ams-tst.main.ams-dev.eu-west-1.vy-a.cloud - /v2/AvailabilityServices/search/-1,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,VY.AMS.APIS - run 1-2,text,false,,3296,0,1,1,https://ams-tst.main.ams-dev.eu-west-1.vy-a.cloud:443/v2/AvailabilityServices/search/BBV,0,0,232
